City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Mount Gambier,AU,2022-10-23 03:11:08,-37.8333,140.7667,56.05,75,100,12.97
277,Gouyave,GD,2022-10-23 03:11:09,12.1646,-61.7296,80.92,80,4,13.33
278,Burns Lake,CA,2022-10-23 03:11:09,54.2331,-125.7533,31.89,71,17,3.29
279,Mont-De-Marsan,FR,2022-10-23 03:11:10,44.0,-0.6667,74.68,82,99,3.44
280,Port Blair,IN,2022-10-23 03:11:10,11.6667,92.75,79.79,89,100,22.55
281,Gao,ML,2022-10-23 03:11:11,16.6362,1.637,76.48,17,90,17.16
282,Kysyl-Syr,RU,2022-10-23 03:11:11,63.8986,122.7617,26.04,90,99,4.63
283,Starkville,US,2022-10-23 03:09:43,33.4504,-88.8184,64.27,73,20,8.05
284,Kieta,PG,2022-10-23 03:11:12,-6.2167,155.6333,82.89,79,75,6.02
285,Gigmoto,PH,2022-10-23 03:11:12,13.7796,124.39,84.31,80,96,7.31
286,Yamada,JP,2022-10-23 03:11:13,39.4667,141.95,62.91,68,54,5.01
287,Labuan,MY,2022-10-23 03:11:13,5.2767,115.2417,81.12,80,100,5.32
288,Mecca,SA,2022-10-23 03:11:14,21.4267,39.8261,76.66,64,0,0.72
289,Srednekolymsk,RU,2022-10-23 03:11:14,67.45,153.6833,6.64,90,95,10.87
290,Bumba,CD,2022-10-23 03:11:15,2.1833,22.4667,69.85,94,58,2.51
291,Nouadhibou,MR,2022-10-23 03:10:59,20.931,-17.0347,69.71,88,8,20.2
292,Spring Valley,US,2022-10-23 03:10:27,36.108,-115.245,71.55,39,40,24.16
293,Carnarvon,AU,2022-10-23 03:11:16,-24.8667,113.6333,73.44,61,0,10.71
294,Itaueira,BR,2022-10-23 03:11:17,-7.6033,-43.0256,80.35,44,25,3.42
295,Camargo,MX,2022-10-23 03:11:17,27.6667,-105.1667,74.19,36,93,8.61
296,Marica,BR,2022-10-23 03:11:18,-22.9194,-42.8186,70.16,90,100,4.92
297,Souillac,MU,2022-10-23 03:11:18,-20.5167,57.5167,71.65,77,1,7.99
298,Rosario,AR,2022-10-23 03:11:18,-32.9468,-60.6393,54.95,78,0,4.61
299,Tamandare,BR,2022-10-23 03:11:19,-8.7597,-35.1047,75.16,86,23,8.05
300,Voh,NC,2022-10-23 03:11:19,-20.9667,164.7,74.12,88,100,6.11
301,Emmett,US,2022-10-23 03:11:20,43.8735,-116.4993,47.03,75,4,11.97
302,Pedernales,DO,2022-10-23 03:11:20,18.0384,-71.744,80.6,66,10,2.8
303,Casper,US,2022-10-23 03:08:10,42.8666,-106.3131,59.59,36,40,24.16
304,Belmonte,BR,2022-10-23 03:11:21,-15.8631,-38.8828,75.27,87,74,10.31
305,Imeni Poliny Osipenko,RU,2022-10-23 03:11:21,52.4201,136.4853,39.56,38,9,1.39
306,Ballina,AU,2022-10-23 03:11:22,-28.8667,153.5667,69.84,99,100,19.86
307,Marsaxlokk,MT,2022-10-23 03:11:15,35.8419,14.5431,61.41,88,0,2.3
308,Shenjiamen,CN,2022-10-23 03:11:23,29.9576,122.298,68.47,67,28,18.37
309,Mogocha,RU,2022-10-23 03:11:23,53.7333,119.7667,32.59,53,5,2.37
310,Limbuhan,PH,2022-10-23 03:11:24,11.8838,124.0501,83.95,76,30,6.85
311,Kavieng,PG,2022-10-23 03:11:24,-2.5744,150.7967,84.58,61,87,5.59
312,Hofn,IS,2022-10-23 03:11:24,64.2539,-15.2082,38.19,73,100,6.17
313,Port Macquarie,AU,2022-10-23 03:11:25,-31.4333,152.9167,65.19,88,100,9.19
314,Dolinsk,RU,2022-10-23 03:11:25,47.35,142.8,39.29,75,100,10.42
315,Los Llanos De Aridane,ES,2022-10-23 03:11:26,28.6585,-17.9182,67.75,86,0,2.3
316,Aksu,CN,2022-10-23 03:12:27,41.1231,80.2644,55.17,30,8,1.03
317,Tezu,IN,2022-10-23 03:12:27,27.9167,96.1667,81.07,46,97,1.79
318,Nador,MA,2022-10-23 03:12:28,35.174,-2.9287,68.25,56,0,3.44
319,Salalah,OM,2022-10-23 03:07:32,17.0151,54.0924,75.29,60,20,4.61
320,Aklavik,CA,2022-10-23 03:12:28,68.2191,-135.0107,10.18,98,88,4.0
321,Codrington,AU,2022-10-23 03:12:29,-38.2667,141.9667,56.12,78,100,18.86
322,Cururupu,BR,2022-10-23 03:12:29,-1.8283,-44.8683,76.03,87,67,4.16
323,Newton,US,2022-10-23 03:08:32,42.337,-71.2092,54.61,85,0,1.99
324,La Ronge,CA,2022-10-23 03:12:30,55.1001,-105.2842,34.77,71,22,4.32
325,Saint George,US,2022-10-23 03:12:30,37.1041,-113.5841,68.43,44,100,21.85
326,Mareeba,AU,2022-10-23 03:12:31,-17.0,145.4333,95.43,38,0,3.6
327,San Cristobal,VE,2022-10-23 03:12:31,7.7669,-72.225,65.95,95,90,1.48
328,High Level,CA,2022-10-23 03:12:32,58.5169,-117.136,28.51,100,100,9.22
329,Laguna,US,2022-10-23 03:12:32,38.421,-121.4238,66.49,29,0,8.05
330,Kihei,US,2022-10-23 03:12:33,20.785,-156.4656,87.82,64,0,21.85
331,Mandera,KE,2022-10-23 03:12:33,3.9366,41.867,76.77,69,54,12.26
332,Ambilobe,MG,2022-10-23 03:12:34,-13.2,49.05,70.34,78,31,2.77
333,Vitim,RU,2022-10-23 03:12:34,59.4511,112.5578,35.82,75,99,8.57
334,Sungairaya,ID,2022-10-23 03:12:35,0.7,108.9,84.97,71,80,3.6
335,Yurga,RU,2022-10-23 03:09:17,55.7231,84.8861,49.26,61,68,28.61
336,Abnub,EG,2022-10-23 03:11:06,27.2696,31.1511,66.99,65,0,6.02
337,Ostrovnoy,RU,2022-10-23 03:12:36,68.0531,39.5131,33.78,88,91,23.76
338,Tupancireta,BR,2022-10-23 03:12:36,-29.0806,-53.8358,56.86,87,0,3.06
339,Atar,MR,2022-10-23 03:12:36,20.5169,-13.0499,81.57,13,0,4.85
340,Pangody,RU,2022-10-23 03:12:37,65.85,74.4859,27.01,84,59,14.12
341,Ahuimanu,US,2022-10-23 03:12:08,21.4447,-157.8378,83.91,64,20,16.11
342,Lethem,GY,2022-10-23 03:12:38,3.3803,-59.7968,79.77,71,32,5.84
343,Jussara,BR,2022-10-23 03:12:38,-23.6214,-52.4694,66.2,82,0,3.13
344,Saquarema,BR,2022-10-23 03:12:39,-22.92,-42.5103,70.54,91,100,10.56
345,Whitehorse,CA,2022-10-23 03:12:39,60.7161,-135.0538,33.03,95,49,2.89
346,Shieli,KZ,2022-10-23 03:12:40,44.1667,66.75,45.55,71,22,4.68
347,San-Pedro,CI,2022-10-23 03:12:40,4.7485,-6.6363,75.81,91,70,6.29
348,Viedma,AR,2022-10-23 03:12:41,-40.8135,-62.9967,47.84,48,2,15.66
349,Baie-Comeau,CA,2022-10-23 03:10:02,49.2168,-68.1489,46.83,87,26,4.81
350,Xam Nua,LA,2022-10-23 03:12:41,20.4197,104.0439,77.23,53,65,5.48
351,Camacha,PT,2022-10-23 03:12:42,33.0833,-16.3333,63.82,77,20,9.22
352,Celestun,MX,2022-10-23 03:12:42,20.8667,-90.4,73.0,68,0,13.18
353,Emerald,AU,2022-10-23 03:12:43,-23.5333,148.1667,84.34,59,9,4.56
354,Mansa,IN,2022-10-23 03:12:43,29.9833,75.3833,73.51,37,0,1.3
355,Mandal,IN,2022-10-23 03:10:46,25.45,74.5667,74.66,33,0,1.25
356,Berlevag,NO,2022-10-23 03:09:32,70.8578,29.0864,35.6,86,100,13.8
357,Antofagasta,CL,2022-10-23 03:12:44,-23.65,-70.4,58.28,76,27,4.36
358,Botshabelo,ZA,2022-10-23 03:12:44,-29.2702,26.7052,57.87,80,78,10.89
359,Conde,BR,2022-10-23 03:12:45,-7.2597,-34.9075,74.39,83,41,8.08
360,Mayumba,GA,2022-10-23 03:12:45,-3.432,10.6554,76.33,91,100,5.66
361,Kyzyl-Suu,KG,2022-10-23 03:12:46,42.3414,78.0056,50.4,36,82,2.71
362,Chinhoyi,ZW,2022-10-23 03:12:46,-17.3667,30.2,67.23,52,2,6.11
363,Galle,LK,2022-10-23 03:13:47,6.0367,80.217,80.38,80,100,9.93
364,Egvekinot,RU,2022-10-23 03:13:47,66.3167,-179.1667,20.68,97,95,0.63
365,Half Moon Bay,US,2022-10-23 03:13:18,37.4636,-122.4286,61.14,70,100,17.27
366,Abha,SA,2022-10-23 03:13:48,18.2164,42.5053,52.05,24,0,0.0
367,Broken Hill,AU,2022-10-23 03:13:48,-31.95,141.4333,64.02,76,100,13.85
368,Turayf,SA,2022-10-23 03:13:49,31.6725,38.6637,66.18,47,0,7.85
369,Wanning,CN,2022-10-23 03:13:50,18.8003,110.3967,81.09,67,75,11.16
370,Synya,RU,2022-10-23 03:13:50,65.3718,58.0387,28.62,93,100,10.04
371,Kyra,RU,2022-10-23 03:13:50,49.5776,111.9753,38.23,49,7,3.18
372,Sitka,US,2022-10-23 03:13:51,57.0531,-135.33,42.69,81,75,5.75
373,Tacuarembo,UY,2022-10-23 03:13:51,-31.7333,-55.9833,47.35,96,0,8.99
374,Caxito,AO,2022-10-23 03:13:52,-8.5785,13.6643,75.45,88,100,4.56
375,Kochevo,RU,2022-10-23 03:13:52,59.5994,54.3125,27.63,80,56,8.66
376,Knysna,ZA,2022-10-23 03:13:53,-34.0363,23.0471,60.3,89,1,3.44
377,Sur,OM,2022-10-23 03:13:53,22.5667,59.5289,79.12,47,0,6.08
378,Mayor Pablo Lagerenza,PY,2022-10-23 03:13:53,-19.9309,-60.7718,72.05,48,22,5.55
379,Oriximina,BR,2022-10-23 03:13:24,-1.7656,-55.8661,78.71,73,100,2.86
380,Alta Floresta,BR,2022-10-23 03:13:54,-9.8756,-56.0861,69.6,95,67,3.56
381,Igarka,RU,2022-10-23 03:13:55,67.4667,86.5833,27.82,96,100,13.87
382,Zhanakorgan,KZ,2022-10-23 03:13:55,43.9098,67.2495,46.2,68,78,4.5
383,Bongandanga,CD,2022-10-23 03:13:56,1.5,21.05,68.61,98,56,1.05
384,Maxixe,MZ,2022-10-23 03:13:56,-23.8597,35.3472,69.87,89,62,2.8
385,Yelizovo,RU,2022-10-23 03:13:56,53.1873,158.3805,41.14,38,0,8.99
386,Ayan,RU,2022-10-23 03:13:57,56.45,138.1667,35.64,41,57,7.43
387,Heidelberg,ZA,2022-10-23 03:13:57,-26.5048,28.3592,61.95,94,79,6.4
388,Jalu,LY,2022-10-23 03:13:58,29.0331,21.5482,62.15,56,0,6.46
389,Itum-Kale,RU,2022-10-23 03:13:58,42.7356,45.5758,42.35,74,6,5.64
390,Aljezur,PT,2022-10-23 03:13:59,37.3191,-8.8033,64.6,88,100,11.45
391,Sioux Falls,US,2022-10-23 03:09:23,43.55,-96.7003,67.86,48,0,11.5
392,El Campo,US,2022-10-23 03:13:59,29.1966,-96.2697,72.77,88,0,6.91
393,Monte Alegre,BR,2022-10-23 03:14:00,-2.0078,-54.0692,77.95,71,77,3.44
394,Vanimo,PG,2022-10-23 03:14:00,-2.6741,141.3028,81.57,82,99,5.55
395,Havelock,US,2022-10-23 03:14:01,34.8791,-76.9013,62.96,81,0,13.8
396,Ahipara,NZ,2022-10-23 03:14:01,-35.1667,173.1667,63.99,53,0,1.81
397,Sirjan,IR,2022-10-23 03:14:01,29.452,55.6814,58.03,24,0,1.12
398,Poum,NC,2022-10-23 03:14:02,-20.2333,164.0167,75.33,88,100,25.88
399,Bozoum,CF,2022-10-23 03:14:03,6.3193,16.3799,68.34,98,100,2.64
400,Gay,RU,2022-10-23 03:14:03,51.4666,58.4552,27.63,76,53,6.71
401,Prince Rupert,CA,2022-10-23 03:10:11,54.3161,-130.3201,43.16,77,20,1.81
402,Dunedin,NZ,2022-10-23 03:11:18,-45.8742,170.5036,63.05,53,27,3.85
403,Ugoofaaru,MV,2022-10-23 03:14:04,5.6667,73.0,80.69,83,80,13.91
404,Komsomolskiy,UZ,2022-10-23 03:14:04,40.4272,71.7189,54.32,71,100,4.61
405,Benalla,AU,2022-10-23 03:14:05,-36.55,145.9833,76.86,69,24,4.68
406,Iwanai,JP,2022-10-23 03:14:06,42.9744,140.5089,51.04,70,74,8.41
407,Botwood,CA,2022-10-23 03:15:06,49.1499,-55.3482,44.91,75,0,10.31
408,Verkhoyansk,RU,2022-10-23 03:15:07,67.5447,133.385,10.81,91,97,2.89
409,Teguldet,RU,2022-10-23 03:15:07,57.3064,88.1667,52.79,62,100,18.59
410,Lake Havasu City,US,2022-10-23 03:14:33,34.4839,-114.3224,80.22,33,0,14.97
411,Dustlik,UZ,2022-10-23 03:15:08,40.5247,68.0358,50.02,87,100,7.07
412,Ust-Kulom,RU,2022-10-23 03:15:08,61.6864,53.6902,29.08,77,100,9.98
413,Nueva Loja,EC,2022-10-23 03:15:09,0.0847,-76.8828,72.7,94,100,1.7
414,Gamba,GA,2022-10-23 03:12:46,-2.65,10.0,75.9,91,100,4.38
415,Sao Joao Da Barra,BR,2022-10-23 03:15:10,-21.6403,-41.0511,72.36,89,100,12.12
416,Belen,TR,2022-10-23 03:15:10,36.4891,36.2233,46.54,82,20,2.3
417,Tekeli,KZ,2022-10-23 03:15:11,44.83,78.8239,46.98,61,100,4.23
418,Carutapera,BR,2022-10-23 03:15:11,-1.195,-46.02,77.43,85,20,6.17
419,Yar-Sale,RU,2022-10-23 03:14:05,66.8333,70.8333,29.28,85,96,14.38
420,Nybro,SE,2022-10-23 03:15:12,56.7446,15.9071,49.05,97,99,3.11
421,Burnie,AU,2022-10-23 03:15:12,-41.0667,145.9167,58.95,68,100,15.37
422,Bahia Honda,CU,2022-10-23 03:15:13,22.9036,-83.1592,73.06,82,2,8.14
423,Maneadero,MX,2022-10-23 03:15:13,31.7167,-116.5667,65.1,76,87,1.01
424,Mayo,US,2022-10-23 03:15:14,38.8876,-76.5119,58.95,80,0,3.44
425,Deputatskiy,RU,2022-10-23 03:15:14,69.3,139.9,0.91,94,99,5.39
426,Devgarh,IN,2022-10-23 03:15:15,25.5333,73.9,75.42,27,0,0.94
427,Yerbogachen,RU,2022-10-23 03:15:15,61.2767,108.0108,33.44,90,100,12.71
428,Phonhong,LA,2022-10-23 03:15:16,18.5007,102.4166,81.09,70,66,1.3
429,Kavaratti,IN,2022-10-23 03:15:16,10.5669,72.642,81.72,74,72,5.03
430,Sao Pedro,BR,2022-10-23 03:15:16,-22.5486,-47.9139,65.64,80,0,8.05
431,Ginda,IN,2022-10-23 03:15:17,30.6945,78.4932,60.19,39,0,0.83
432,Westport,US,2022-10-23 03:15:04,41.1415,-73.3579,54.9,84,0,4.61
433,Manono,CD,2022-10-23 03:15:18,-7.3,27.4167,67.46,92,55,1.05
434,Monrovia,LR,2022-10-23 03:15:18,6.3005,-10.7969,76.78,87,100,2.91
435,Mwene-Ditu,CD,2022-10-23 03:15:19,-7.0,23.45,64.26,96,68,3.22
436,Dese,ET,2022-10-23 03:15:19,11.1333,39.6333,49.32,70,2,1.97
437,Gazojak,TM,2022-10-23 03:15:20,41.1875,61.4036,47.98,55,100,6.98
438,Kuala Pilah,MY,2022-10-23 03:15:20,2.7389,102.2487,74.64,97,100,2.98
439,Fairbanks,US,2022-10-23 03:15:20,64.8378,-147.7164,32.09,96,100,0.0
440,Darnah,LY,2022-10-23 03:15:21,32.767,22.6367,65.88,66,0,7.54
441,Meulaboh,ID,2022-10-23 03:15:21,4.1363,96.1285,81.84,73,80,5.5
442,Masallatah,LY,2022-10-23 03:15:22,32.6167,14.0,66.61,75,0,8.95
443,Bahia Blanca,AR,2022-10-23 03:15:22,-38.7196,-62.2724,47.32,44,0,8.3
444,Carsamba,TR,2022-10-23 03:15:23,41.1989,36.7219,52.79,93,0,5.75
445,Praya,CV,2022-10-23 03:15:23,14.9215,-23.5087,79.34,50,0,12.66
446,Longyearbyen,SJ,2022-10-23 03:15:24,78.2186,15.6401,19.24,73,75,8.05
447,Jizan,SA,2022-10-23 03:15:24,17.3333,42.6667,79.25,72,3,1.81
448,Naifaru,MV,2022-10-23 03:15:25,5.4444,73.3657,80.78,81,87,13.38
449,Quang Ngai,VN,2022-10-23 03:12:22,15.1167,108.8,82.06,70,70,10.54
450,Takoradi,GH,2022-10-23 03:15:25,4.8845,-1.7554,76.95,87,92,4.14
451,Husavik,IS,2022-10-23 03:15:26,66.0449,-17.3389,30.47,71,100,10.83
452,Kitakata,JP,2022-10-23 03:15:26,37.65,139.8667,65.73,65,78,7.74
453,Dubbo,AU,2022-10-23 03:15:27,-32.25,148.6167,71.11,75,90,4.83
454,Nanortalik,GL,2022-10-23 03:15:27,60.1432,-45.2371,38.34,81,100,8.19
455,Narayanganj,BD,2022-10-23 03:16:28,23.6233,90.5011,82.42,76,100,5.66
456,Jamame,SO,2022-10-23 03:16:28,0.0722,42.7506,75.81,85,15,8.39
457,Tangshan,CN,2022-10-23 03:11:32,39.6333,118.1833,63.9,24,0,9.98
458,Sabzevar,IR,2022-10-23 03:16:29,36.2126,57.6819,54.68,82,2,11.5
459,Albania,AL,2022-10-23 03:15:09,41.0,20.0,59.86,51,51,3.22
460,Chokurdakh,RU,2022-10-23 03:16:30,70.6333,147.9167,12.36,95,100,10.83
461,Lagoa,PT,2022-10-23 03:11:51,39.05,-27.9833,63.66,83,100,17.92
462,Miraflores,MX,2022-10-23 03:16:30,19.2167,-98.8083,66.97,88,72,2.62
463,Waipawa,NZ,2022-10-23 03:16:31,-41.4122,175.5153,63.12,44,3,14.18
464,Pasighat,IN,2022-10-23 03:16:31,28.0667,95.3333,78.31,49,99,2.28
465,Ati,TD,2022-10-23 03:16:32,13.2154,18.3353,84.67,40,65,7.83
466,Tondano,ID,2022-10-23 03:12:41,1.3038,124.9112,77.09,65,99,1.86
467,Takab,IR,2022-10-23 03:16:32,36.4009,47.1133,49.6,76,22,3.42
468,Bac Lieu,VN,2022-10-23 03:16:33,9.285,105.7244,84.16,71,87,3.47
469,Ucluelet,CA,2022-10-23 03:16:33,48.9329,-125.5528,45.09,85,6,5.32
470,Saucillo,MX,2022-10-23 03:16:34,28.0167,-105.2833,76.14,33,48,8.28
471,Jaisalmer,IN,2022-10-23 03:16:08,26.9147,70.9181,80.76,20,0,6.78
472,Ler,SS,2022-10-23 03:16:35,8.3018,30.1418,71.38,89,38,1.66
473,Erenhot,CN,2022-10-23 03:16:35,43.6475,111.9767,46.98,30,0,8.3
474,Seoul,KR,2022-10-23 03:16:36,37.5683,126.9778,63.79,59,0,8.05
475,Puerto Baquerizo Moreno,EC,2022-10-23 03:12:34,-0.9,-89.6,67.55,81,88,10.98
476,Cherbourg,FR,2022-10-23 03:16:36,49.6386,-1.6147,60.51,88,0,9.22
477,Barahona,DO,2022-10-23 03:16:37,18.2085,-71.1008,77.63,78,2,1.12
478,Acarau,BR,2022-10-23 03:16:37,-2.8856,-40.12,78.85,77,0,13.24
479,Darovskoy,RU,2022-10-23 03:16:38,58.77,47.9564,28.38,94,33,6.89
480,Upington,ZA,2022-10-23 03:16:38,-28.4478,21.2561,66.58,82,0,3.44
481,Izumo,JP,2022-10-23 03:12:47,35.3667,132.7667,68.0,54,17,6.22
482,Margate,GB,2022-10-23 03:16:39,51.3813,1.3862,61.9,93,100,1.99
483,Jimo,CN,2022-10-23 03:16:39,36.3897,120.4622,64.18,32,0,2.24
484,Ontario,US,2022-10-23 03:15:04,34.0633,-117.6509,63.77,85,100,12.66
485,Severo-Kurilsk,RU,2022-10-23 03:16:40,50.6789,156.125,40.5,73,100,4.12
486,Henties Bay,NA,2022-10-23 03:16:40,-22.116,14.2845,57.09,94,41,5.01
487,Ewa Beach,US,2022-10-23 03:16:22,21.3156,-158.0072,84.15,56,0,16.11
488,Aquiraz,BR,2022-10-23 03:16:41,-3.9014,-38.3911,80.19,80,6,11.54
489,Yelanskiy,RU,2022-10-23 03:16:41,56.8419,62.5014,28.33,78,19,11.86
490,Tipuani,BO,2022-10-23 03:16:42,-15.5648,-68.0185,69.62,91,100,1.34
491,Dhidhdhoo,MV,2022-10-23 03:16:42,6.8833,73.1,80.83,82,71,10.92
492,Mizan Teferi,ET,2022-10-23 03:16:43,6.9833,35.5833,59.14,97,80,3.13
493,Jhawarian,PK,2022-10-23 03:16:44,32.3614,72.6228,73.17,24,0,2.71
494,Grants Pass,US,2022-10-23 03:16:44,42.439,-123.3284,47.25,91,100,4.61
495,Hurghada,EG,2022-10-23 03:15:02,27.2574,33.8129,73.18,49,0,14.61
496,Asyut,EG,2022-10-23 03:16:45,27.181,31.1837,67.08,62,0,6.13
497,Canon City,US,2022-10-23 03:16:45,38.441,-105.2424,64.56,22,0,10.36
498,Mogadishu,SO,2022-10-23 03:16:46,2.0371,45.3438,77.54,81,54,10.92
499,Fukuma,JP,2022-10-23 03:16:46,33.7667,130.4667,74.28,55,0,11.14
500,Loei,TH,2022-10-23 03:17:47,17.4167,101.5,72.77,69,100,3.29
501,San Quintin,MX,2022-10-23 03:17:47,30.4833,-115.95,66.51,71,93,8.01
502,Calbuco,CL,2022-10-23 03:17:48,-41.768,-73.1273,45.61,81,86,7.74
503,Zinder,NE,2022-10-23 03:17:48,13.8072,8.9881,76.89,20,0,12.46
504,Eureka,US,2022-10-23 03:14:18,40.8021,-124.1637,52.25,86,10,1.01
505,Gornopravdinsk,RU,2022-10-23 03:17:49,60.05,69.9,28.94,86,83,9.13
506,Byron Bay,AU,2022-10-23 03:14:53,-28.65,153.6167,69.76,97,100,18.28
507,Vaitape,PF,2022-10-23 03:17:49,-16.5167,-151.75,79.3,74,13,11.65
508,Trnava,SK,2022-10-23 03:17:50,48.3774,17.5872,50.88,92,90,1.57
509,Chateau-Gontier,FR,2022-10-23 03:17:50,47.8333,-0.7,62.76,81,100,11.21
510,Bosanski Novi,BA,2022-10-23 03:17:51,45.0458,16.3803,56.71,94,65,3.0
511,Sabang,ID,2022-10-23 03:17:51,5.8933,95.3214,81.39,77,31,12.17
512,Pacific Grove,US,2022-10-23 03:15:58,36.6177,-121.9166,58.1,76,0,21.99
513,Fort-Shevchenko,KZ,2022-10-23 03:17:52,44.5086,50.263,46.45,71,26,6.69
514,Filotion,GR,2022-10-23 03:17:52,37.05,25.5,57.43,80,0,4.43
515,Turukhansk,RU,2022-10-23 03:17:53,65.8167,87.9833,24.22,93,89,13.11
516,Marevo,RU,2022-10-23 03:17:53,57.3146,32.0804,35.94,96,34,5.86
517,Camapua,BR,2022-10-23 03:17:54,-19.5314,-54.0439,69.87,81,84,5.66
518,Lakes Entrance,AU,2022-10-23 03:17:54,-37.8811,147.981,61.16,80,91,13.31
519,Betioky,MG,2022-10-23 03:17:55,-23.7167,44.3833,68.56,86,29,0.67
520,Vlad Tepes,RO,2022-10-23 03:17:55,44.35,27.0833,56.75,46,100,12.73
521,Saint-Augustin,CA,2022-10-23 03:14:38,51.226,-58.6502,46.94,82,88,12.91
522,Cayenne,GF,2022-10-23 03:17:56,4.9333,-52.3333,78.84,89,0,2.3
523,Atambua,ID,2022-10-23 03:17:56,-9.1061,124.8925,87.71,55,40,5.82
524,Rawson,AR,2022-10-23 03:17:57,-43.3002,-65.1023,65.26,24,82,31.92
525,Sorland,NO,2022-10-23 03:17:57,67.667,12.6934,40.86,62,100,20.49
526,Ouallam,NE,2022-10-23 03:17:57,14.3188,2.0866,81.64,20,31,11.3
527,Mundo Novo,BR,2022-10-23 03:17:58,-11.8589,-40.4725,68.58,91,30,4.81
528,Freeport,US,2022-10-23 03:16:24,40.6576,-73.5832,59.38,82,75,5.75
529,Karad,IN,2022-10-23 03:17:59,17.2833,74.2,71.13,69,1,6.89
530,Mirnyy,RU,2022-10-23 03:17:59,62.5353,113.9611,30.9,86,97,10.67
531,Oranjestad,AW,2022-10-23 03:17:59,12.524,-70.027,82.9,84,20,11.5
532,Thinadhoo,MV,2022-10-23 03:18:00,0.5333,72.9333,81.93,75,85,12.21
533,Kushmurun,KZ,2022-10-23 03:18:00,52.4503,64.6311,24.13,90,9,9.37
534,Tura,IN,2022-10-23 03:18:01,25.5198,90.2201,81.25,56,66,2.59
535,Manglaur,IN,2022-10-23 03:18:01,29.8,77.8667,69.67,53,0,3.56
536,Vostok,RU,2022-10-23 03:18:02,46.4856,135.8833,33.8,60,90,6.73
537,Sola,VU,2022-10-23 03:18:02,-13.8833,167.55,75.87,94,100,0.0
538,Zyryanka,RU,2022-10-23 03:16:19,65.75,150.85,8.37,83,42,6.58
539,Khani,GE,2022-10-23 03:18:03,41.9563,42.9566,31.57,73,12,5.44
540,Najran,SA,2022-10-23 03:18:03,17.4924,44.1277,59.65,30,0,2.82
541,Bay Roberts,CA,2022-10-23 03:18:04,47.5999,-53.2648,52.34,88,0,10.87
542,Batemans Bay,AU,2022-10-23 03:18:04,-35.7167,150.1833,61.61,92,100,8.25
543,Sandwick,GB,2022-10-23 03:18:05,60.0,-1.25,51.62,93,100,16.11
544,Port-Gentil,GA,2022-10-23 03:18:05,-0.7193,8.7815,77.56,87,100,5.01
545,Sikasso,ML,2022-10-23 03:18:06,10.9167,-7.0,76.6,70,93,2.15
546,Kushima,JP,2022-10-23 03:18:06,31.4583,131.2333,77.63,54,15,4.92
547,Huilong,CN,2022-10-23 03:18:07,31.8111,121.655,67.95,60,40,15.93
548,Dingle,PH,2022-10-23 03:19:07,10.9995,122.6711,86.81,68,100,6.64
549,Ventspils,LV,2022-10-23 03:19:08,57.3894,21.5606,51.73,100,100,12.66
550,Terra Santa,BR,2022-10-23 03:19:09,-2.1042,-56.4869,77.85,79,100,3.27
551,Hualmay,PE,2022-10-23 03:19:09,-11.0964,-77.6139,61.45,83,84,9.08
552,Port Hedland,AU,2022-10-23 03:15:50,-20.3167,118.5667,89.65,51,2,19.57
553,Olkusz,PL,2022-10-23 03:19:10,50.2813,19.565,51.19,99,29,5.77
554,Oussouye,SN,2022-10-23 03:19:10,12.485,-16.5469,77.32,84,2,1.79
